IGN,region,rank_rating,Combat_ability_1_casts,Combat_ability_1_casts/match,Combat_ability_1_casts/round,Combat_ability_2_casts,Combat_ability_2_casts/match,Combat_ability_2_casts/round,Combat_aces,Combat_acs,Combat_assists,Combat_assists/match,Combat_assists/round,Combat_clutch,Combat_clutches,Combat_clutches__1v1,Combat_clutches__1v2,Combat_clutches__1v3,Combat_clutches__1v4,Combat_clutches_lost__1v2,Combat_clutches_lost__1v3,Combat_clutches_lost__1v4,Combat_clutches_lost__1v5,Combat_damage,Combat_damage_delta_δ,Combat_damage_received,Combat_damage/match,Combat_damage/minute,Combat_damage/round,Combat_ddδ/round,Combat_dealt_bodyshots,Combat_dealt_headshots,Combat_dealt_legshots,Combat_deaths,Combat_deaths/match,Combat_deaths/round,Combat_defuses,Combat_disconnects,Combat_econ_rating,Combat_econ_rating/round,Combat_esr,Combat_first_bloods,Combat_first_bloods/match,Combat_first_bloods/round,Combat_first_deaths,Combat_first_deaths/round,Combat_flawless_rounds,Combat_grenade_casts,Combat_grenade_casts/match,Combat_grenade_casts/round,Combat_headshot,Combat_headshots,Combat_headshots/round,Combat_k/d_ratio,Combat_kad_ratio,Combat_kast,Combat_kda_ratio,Combat_kills,Combat_kills/match,Combat_kills/round,Combat_last_deaths,Combat_losses,Combat_matches_played,Combat_most_kills__match,Combat_multikills__1k,Combat_multikills__2k,Combat_multikills__3k,Combat_multikills__4k,Combat_multikills__5k,Combat_multikills__6k,Combat_mvps,Combat_plants,Combat_received_bodyshots,Combat_received_headshots,Combat_received_legshots,Combat_rounds_lost,Combat_rounds_played,Combat_rounds_survived,Combat_rounds_traded,Combat_rounds_won,Combat_score,Combat_score/match,Combat_suicides,Combat_team_aces,Combat_thrifty_rounds,Combat_ties,Combat_time_played,Combat_ultimate_casts,Combat_ultimate_casts/match,Combat_ultimate_casts/round,Combat_wins,Game_econ_rating/match,Game_matches_duration,Game_round_win,Game_rounds_duration,Game_win,Attack_acs,Attack_assists,Attack_assists/round,Attack_damage,Attack_damage_delta_δ,Attack_damage_received,Attack_damage/round,Attack_ddδ/round,Attack_deaths/round,Attack_esr,Attack_first_bloods,Attack_first_bloods/round,Attack_first_deaths,Attack_first_deaths/round,Attack_headshots,Attack_k/d_ratio,Attack_kast,Attack_kills,Attack_kills/round,Attack_plants/match,Attack_plants/round,Attack_round_win,Attack_rounds_lost,Attack_rounds_played,Attack_rounds_survived,Attack_rounds_traded,Attack_rounds_won,Attack_score,Defense_acs,Defense_assists,Defense_assists/round,Defense_damage,Defense_damage_delta_δ,Defense_damage_received,Defense_damage/round,Defense_ddδ/round,Defense_deaths,Defense_defuses/match,Defense_defuses/round,Defense_esr,Defense_first_bloods,Defense_first_bloods/round,Defense_first_deaths,Defense_first_deaths/round,Defense_headshots,Defense_k/d_ratio,Defense_kast,Defense_kills,Defense_kills/round,Defense_round_win,Defense_rounds_lost,Defense_rounds_played,Defense_rounds_survived,Defense_rounds_traded,Defense_rounds_won,Defense_score,Uncategorized_peak_rating,Uncategorized_performance_score,Uncategorized_rating
SHI david#isi,latam,866,"1,707",13.34,0.6,"3,071",23.99,1.2,6,262.2,852,6.7,0.3,2.8%,73,43,17,7,4,54,87,66,34,"463,062","123,556","339,506","3,617.67",113.9,175.5,47,"4,429","1,916",329,"1,747",13.6,0.7,58,0,"9,388",3.6,0.57,316,2.47,0.1,239,0.1,101,"1,897",14.82,0.7,28.7%,"1,747",0.7,1.40,1.89,77.7%,1.64,"2,442",19.1,0.9,256,44,128,36,814,438,167,54,7,0,32,165,"3,324","1,410",305,"1,180","2,639",907,384,"1,459","691,865","5,405",4,18,60,2,67h,285,2.23,0.1,82,73,31m 45s,55.3%,01m 32s,64.1%,262.4,439,0.3,"231,302","51,826","179,476",174.8,39,918,0.52,143,0.1,133,0.1,892,1.33,77.0%,"1,222",0.9,1.29,0.1,51.4%,643,"1,323",412,233,680,"347,107",262.0,410,0.3,"231,760","71,730","160,030",176.1,55,829,0.45,0.0,0.62,173,0.1,106,0.1,855,1.47,78.5%,"1,220",0.9,59.2%,537,"1,316",495,151,779,"344,758","1,075",947,866
Motita#Fran,latam,841,"1,593",12.64,0.6,"3,069",24.36,1.1,9,280.1,690,5.5,0.3,1.4%,39,19,11,4,2,29,53,60,29,"498,457","108,499","389,958","3,956.01",124.1,182.9,40,"4,445","2,223",525,"2,008",15.9,0.7,39,0,"8,453",3.1,0.59,457,3.63,0.2,322,0.1,109,"1,472",11.68,0.5,30.9%,"1,939",0.7,1.33,1.68,75.6%,1.50,"2,676",21.2,1.0,192,42,126,37,792,471,199,73,11,0,46,94,"3,959","1,559",458,"1,247","2,725",744,515,"1,478","763,328","6,058",5,20,331,1,66h,376,2.98,0.1,83,67,31m 53s,54.2%,01m 28s,65.9%,273.3,336,0.2,"236,394","31,846","204,548",175.0,24,"1,051",0.53,234,0.2,208,0.2,966,1.23,74.8%,"1,289",1.0,0.75,0.1,52.0%,649,"1,351",316,309,702,"369,233",286.8,354,0.3,"262,063","76,653","185,410",190.7,56,957,0.31,0.0,0.66,223,0.2,114,0.1,973,1.45,76.4%,"1,389",1.0,56.5%,598,"1,374",428,206,776,"394,095",871,935,841
6K Jowzera#000,latam,824,"2,002",9.58,0.4,"5,536",26.49,1.2,16,298.4,976,4.7,0.2,2.5%,114,53,42,13,4,96,126,110,63,"864,198","234,496","629,702","4,134.92",129.1,193.2,52,"5,426","4,038",305,"3,215",15.4,0.7,81,0,"15,968",3.6,0.61,767,3.67,0.2,496,0.1,172,"2,246",10.75,0.5,41.3%,"3,774",0.8,1.49,1.79,77.0%,1.64,"4,788",22.9,1.1,420,70,209,42,"1,393",850,382,107,23,1,99,143,"5,794","2,762",561,"2,041","4,473","1,412",722,"2,432","1,334,777","6,386",16,42,38,3,111h,624,2.99,0.1,136,76,32m 01s,54.4%,01m 29s,65.1%,290.0,449,0.2,"418,266","91,747","326,519",188.4,41,"1,658",0.56,374,0.2,295,0.1,"1,869",1.38,75.8%,"2,296",1.0,0.68,0.1,50.8%,"1,092","2,220",648,388,"1,128","643,786",306.7,525,0.2,"445,932","142,749","303,183",197.9,63,"1,557",0.39,0.0,0.66,393,0.2,201,0.1,"1,905",1.60,78.2%,"2,492",1.1,57.9%,949,"2,253",764,334,"1,304","690,991",856,965,824
AUS nx1#ssj,latam,819,"1,898",9.35,0.4,"7,281",35.87,1.7,5,234.0,"1,621",8.0,0.4,3.1%,136,63,51,16,2,125,185,165,56,"679,817","113,782","566,035","3,348.85",102.5,155.3,26,"5,981","3,187",442,"2,994",14.7,0.7,66,0,"13,473",3.1,0.50,384,1.89,0.1,391,0.1,169,"1,834",9.03,0.4,33.2%,"2,872",0.7,1.22,1.76,76.0%,1.49,"3,640",17.9,0.8,582,88,203,34,"1,304",683,247,51,5,0,31,346,"5,364","2,418",471,"2,121","4,377","1,402",617,"2,256","1,024,150","5,045",4,31,199,1,110h,348,1.71,0.1,114,66,32m 39s,51.5%,01m 30s,56.2%,234.0,778,0.4,"343,383","46,390","296,993",155.8,21,"1,557",0.46,178,0.1,205,0.1,"1,466",1.18,74.9%,"1,842",0.8,1.70,0.2,48.4%,"1,138","2,204",659,344,"1,066","515,681",234.0,842,0.4,"336,434","67,392","269,042",154.8,31,"1,436",0.33,0.0,0.53,206,0.1,186,0.1,"1,406",1.25,77.0%,"1,798",0.8,54.8%,983,"2,173",743,273,"1,190","508,469",928,831,819
kdr 粘#1337,latam,781,"2,558",15.14,0.7,"4,258",25.20,1.2,7,233.2,"1,061",6.3,0.3,2.4%,87,47,23,12,2,80,102,99,49,"557,803","73,506","484,297","3,300.61",102.7,154.4,20,"5,114","2,356",451,"2,529",15.0,0.7,79,0,"10,601",2.9,0.55,418,2.47,0.1,343,0.1,124,"1,805",10.68,0.5,29.7%,"2,131",0.6,1.17,1.59,74.1%,1.38,"2,948",17.4,0.8,356,72,169,35,"1,127",524,166,57,10,0,26,218,"4,393","2,053",402,"1,734","3,613","1,130",504,"1,879","842,587","4,986",6,34,168,3,90h,418,2.47,0.1,94,63,32m 09s,52.0%,01m 30s,55.6%,217.8,483,0.3,"252,819","8,341","244,478",142.8,5,"1,268",0.46,153,0.1,181,0.1,"1,013",1.07,72.0%,"1,363",0.8,1.29,0.1,49.4%,897,"1,771",528,280,874,"385,751",248.0,577,0.3,"304,984","65,165","239,819",165.6,35,"1,261",0.47,0.0,0.62,265,0.1,162,0.1,"1,118",1.26,76.1%,"1,588",0.9,54.6%,837,"1,842",602,224,"1,005","456,836",879,801,781
TulaShyydeuS#ssj69,latam,770,"1,010",12.47,0.6,"2,002",24.72,1.3,5,312.8,520,6.4,0.3,2.2%,35,16,10,7,1,28,30,49,16,"329,723","115,132","214,591","4,070.65",137.8,208.0,73,"3,033","1,351",208,"1,069",13.2,0.7,26,0,"6,773",4.3,0.66,268,3.31,0.2,141,0.1,79,"1,306",16.12,0.8,29.4%,"1,243",0.8,1.65,2.14,82.0%,1.90,"1,768",21.8,1.1,129,22,81,34,497,316,148,40,7,0,41,45,"2,106",899,224,637,"1,585",552,310,948,"495,815","6,121",5,19,14,0,39h,225,2.78,0.1,59,84,29m 32s,59.8%,01m 30s,72.8%,288.3,241,0.3,"148,008","35,809","112,199",190.7,46,560,0.62,117,0.2,71,0.1,594,1.43,81.1%,802,1.0,0.56,0.1,56.8%,335,776,234,177,441,"223,723",336.3,279,0.3,"181,715","79,323","102,392",224.6,98,509,0.32,0.0,0.68,151,0.2,70,0.1,649,1.90,82.9%,966,1.2,62.7%,302,809,318,133,507,"272,092",845,991,770
STR berN4#LAS2,latam,762,"1,973",9.62,0.5,"4,724",23.04,1.1,6,230.8,"1,414",6.9,0.3,2.5%,105,70,25,7,2,72,89,83,37,"670,804","106,495","564,309","3,272.21",105.2,157.7,25,"7,999","2,565","1,081","2,977",14.5,0.7,76,0,"14,046",3.3,0.55,442,2.16,0.1,365,0.1,196,"1,890",9.22,0.4,22.0%,"2,245",0.5,1.11,1.59,74.0%,1.35,"3,310",16.1,0.8,328,76,205,30,"1,271",607,198,50,5,1,35,741,"5,590","2,410",392,"1,994","4,255","1,377",636,"2,261","982,083","4,791",20,33,392,4,106h,544,2.65,0.1,125,69,31m 06s,53.1%,01m 29s,61.0%,222.9,665,0.3,"323,494","43,276","280,218",151.3,20,"1,469",0.54,226,0.1,189,0.1,"1,099",1.11,73.7%,"1,634",0.8,3.61,0.3,52.7%,"1,011","2,138",720,337,"1,127","476,645",238.8,746,0.4,"347,310","63,219","284,091",164.1,30,"1,508",0.37,0.0,0.55,216,0.1,176,0.1,"1,146",1.11,74.2%,"1,676",0.8,53.6%,983,"2,117",657,299,"1,134","505,438",788,814,762
htm#brr,latam,753,"2,425",12.90,0.6,"4,977",26.47,1.2,10,246.3,"1,150",6.1,0.3,1.9%,75,44,21,6,2,69,85,78,42,"655,549","94,479","561,070","3,486.96",109.9,163.5,24,"4,764","3,004",319,"2,956",15.7,0.7,51,0,"12,652",3.2,0.53,543,2.89,0.1,483,0.1,154,"2,192",11.66,0.5,37.1%,"2,731",0.7,1.17,1.56,73.7%,1.37,"3,468",18.4,0.9,299,85,188,36,"1,167",652,229,65,10,0,50,330,"5,039","2,457",351,"1,917","4,010","1,118",722,"2,093","987,666","5,254",9,33,451,0,99h,489,2.60,0.1,103,67,31m 44s,52.2%,01m 29s,54.8%,231.7,541,0.3,"299,403","14,061","285,342",153.1,7,"1,515",0.47,237,0.1,268,0.1,"1,300",1.05,72.1%,"1,590",0.8,1.76,0.2,49.3%,992,"1,955",476,399,963,"452,885",260.2,607,0.3,"356,146","80,418","275,728",173.3,39,"1,441",0.27,0.0,0.59,306,0.1,215,0.1,"1,431",1.30,75.3%,"1,878",0.9,55.0%,925,"2,055",642,323,"1,130","534,781",925,835,753
AUS lead#444,latam,737,"7,073",14.06,0.7,"14,695",29.21,1.4,16,237.6,"2,679",5.3,0.3,2.6%,276,153,91,25,5,264,404,346,187,"1,667,849","185,967","1,481,882","3,315.80",104.3,158.7,18,"14,950","7,764","1,333","7,672",15.3,0.7,205,0,"32,320",3.1,0.54,"1,115",2.22,0.1,948,0.1,392,"6,080",12.09,0.6,32.3%,"6,923",0.7,1.15,1.50,74.4%,1.33,"8,848",17.6,0.8,"1,296",234,503,38,"3,161","1,602",598,152,14,2,90,420,"15,067","6,156","1,670","5,127","10,510","3,166","1,835","5,383","2,497,629","4,965",48,79,"1,049",5,266h,"1,337",2.66,0.1,264,64,31m 46s,51.2%,01m 31s,52.5%,227.4,"1,223",0.2,"789,461","20,074","769,387",150.7,4,"3,974",0.51,581,0.1,556,0.1,"3,365",1.06,72.7%,"4,202",0.8,0.83,0.1,49.3%,"2,656","5,237","1,432","1,000","2,581","1,190,821",247.8,"1,447",0.3,"878,388","165,893","712,495",166.6,31,"3,698",0.41,0.0,0.58,534,0.1,392,0.1,"3,558",1.26,76.2%,"4,647",0.9,53.1%,"2,471","5,273","1,734",835,"2,802","1,306,808",769,798,737
DSN Bugh1nio#2006,latam,726,"2,463",15.99,0.7,"4,051",26.31,1.2,7,251.7,974,6.3,0.3,3.4%,114,60,41,10,2,92,129,149,78,"571,090","136,447","434,643","3,708.38",112.7,171.1,41,"4,244","2,676",240,"2,265",14.7,0.7,78,0,"10,878",3.3,0.58,236,1.53,0.1,172,0.1,107,"1,871",12.15,0.6,37.4%,"2,440",0.7,1.35,1.78,76.2%,1.56,"3,052",19.8,0.9,476,68,154,36,"1,016",542,235,52,8,0,33,514,"4,253","1,837",396,"1,620","3,338","1,084",509,"1,718","840,268","5,456",5,22,265,4,84h,501,3.25,0.2,82,71,32m 54s,51.5%,01m 31s,53.2%,245.0,509,0.3,"280,200","54,409","225,791",166.3,32,"1,167",0.58,126,0.1,90,0.1,"1,203",1.29,76.4%,"1,505",0.9,3.34,0.3,50.6%,832,"1,685",528,297,853,"412,861",258.6,464,0.3,"290,890","82,038","208,852",176.0,50,"1,098",0.51,0.0,0.57,110,0.1,82,0.0,"1,237",1.41,75.9%,"1,548",0.9,52.3%,788,"1,653",556,212,865,"427,407",848,888,726
Ode To The Mets#zzz,latam,724,"6,064",16.75,0.8,"10,510",29.03,1.4,9,210.5,"2,198",6.1,0.3,2.3%,177,95,61,12,7,193,266,245,117,"1,112,256","42,194","1,070,062","3,072.53",95.4,143.0,5,"8,736","5,150",743,"5,627",15.5,0.7,129,0,"21,075",2.7,0.48,630,1.74,0.1,672,0.1,301,"4,910",13.56,0.6,35.2%,"4,521",0.6,1.03,1.42,73.3%,1.23,"5,805",16.0,0.7,886,160,362,33,"2,345","1,056",348,65,9,0,26,527,"11,472","4,239","1,104","3,745","7,776","2,298","1,295","4,031","1,636,612","4,521",25,57,545,3,194h,"1,001",2.77,0.1,199,58,32m 12s,51.8%,01m 29s,55.0%,206.9,"1,115",0.3,"546,261","-9,028","555,289",140.4,-2,"2,908",0.44,278,0.1,348,0.1,"2,262",0.98,73.2%,"2,853",0.7,1.46,0.1,49.4%,"1,969","3,892","1,065",732,"1,923","805,122",214.1,"1,079",0.3,"565,995","51,222","514,773",145.7,13,"2,719",0.36,0.0,0.52,352,0.1,324,0.1,"2,259",1.09,73.3%,"2,953",0.8,54.3%,"1,776","3,884","1,233",563,"2,108","831,490",726,650,724
iC0NiC#1108,latam,723,"3,046",10.84,0.5,"5,008",17.82,0.8,5,226.3,"1,123",4.0,0.2,2.8%,167,101,42,20,4,148,218,185,96,"905,955","126,053","779,902","3,224.04",98.0,150.8,21,"7,333","4,271",475,"4,104",14.6,0.7,132,0,"17,818",3.0,0.56,582,2.07,0.1,460,0.1,208,"4,868",17.32,0.8,35.4%,"3,835",0.6,1.20,1.47,73.0%,1.33,"4,912",17.5,0.8,704,125,281,31,"1,919",861,303,83,6,0,37,539,"6,885","3,459",446,"2,927","6,009","1,995",800,"3,082","1,359,967","4,840",21,60,542,2,154h,687,2.44,0.1,154,63,32m 54s,51.3%,01m 32s,54.8%,231.5,511,0.2,"465,545","63,703","401,842",153.8,21,"2,107",0.53,273,0.1,238,0.1,"2,004",1.21,72.5%,"2,545",0.8,1.92,0.2,49.7%,"1,524","3,027",974,446,"1,503","700,666",221.1,609,0.2,"440,410","62,350","378,060",147.7,21,"1,997",0.47,0.0,0.58,309,0.1,222,0.1,"1,831",1.19,73.4%,"2,367",0.8,53.0%,"1,403","2,982","1,021",354,"1,579","659,301",854,747,723
marcefps#aim,latam,715,"1,134",9.30,0.4,"5,488",44.98,2.1,3,251.8,874,7.2,0.3,2.1%,54,27,20,6,1,54,88,72,33,"433,718","28,744","404,974","3,555.07",112.4,166.9,11,"3,649","1,900",190,"2,099",17.2,0.8,32,0,"8,113",3.1,0.50,271,2.22,0.1,267,0.1,90,913,7.48,0.4,33.1%,"1,730",0.7,1.10,1.51,76.3%,1.31,"2,305",18.9,0.9,272,51,122,34,819,386,177,42,3,0,22,181,"3,686","1,792",308,"1,266","2,598",720,522,"1,332","654,224","5,362",20,16,319,1,64h,327,2.68,0.1,70,66,31m 37s,51.3%,01m 29s,57.4%,241.2,424,0.3,"207,151","-1,448","208,599",160.2,-1,"1,070",0.43,107,0.1,144,0.1,830,1.02,75.0%,"1,091",0.8,1.48,0.1,47.7%,676,"1,293",336,297,617,"311,912",262.3,448,0.3,"226,567","30,192","196,375",173.6,23,"1,029",0.26,0.0,0.57,164,0.1,123,0.1,900,1.18,77.5%,"1,214",0.9,54.8%,590,"1,305",384,225,715,"342,312",790,825,715
Krü Melser#nenee,latam,710,"1,413",14.72,0.7,"2,403",25.03,1.2,4,265.4,512,5.3,0.2,3.4%,70,39,22,5,3,43,71,51,43,"362,183","94,616","267,567","3,772.74",113.8,175.9,46,"2,756","1,681",247,"1,383",14.4,0.7,41,0,"6,963",3.4,0.61,249,2.59,0.1,160,0.1,95,"1,569",16.34,0.8,35.9%,"1,547",0.8,1.42,1.79,76.2%,1.61,"1,964",20.5,1.0,221,34,96,35,631,354,133,49,6,0,29,114,"2,676","1,089",317,949,"2,059",692,325,"1,110","546,412","5,692",2,13,157,1,53h,311,3.24,0.2,61,73,33m 09s,53.9%,01m 32s,63.5%,263.1,262,0.3,"178,988","36,825","142,163",173.8,36,743,0.55,105,0.1,86,0.1,766,1.30,74.1%,967,0.9,1.19,0.1,49.0%,525,"1,030",297,170,505,"270,945",267.7,249,0.2,"183,195","57,791","125,404",178.0,56,640,0.43,0.0,0.66,144,0.1,74,0.1,781,1.56,78.4%,997,1.0,58.8%,424,"1,029",395,155,605,"275,467","1,043",937,710
koN#blood,latam,710,"1,939",8.85,0.4,"8,868",40.49,1.9,10,226.2,"1,395",6.4,0.3,2.6%,121,71,33,11,4,112,153,139,81,"693,098","8,333","684,765","3,164.83",97.8,148.9,2,"5,633","3,261",429,"3,604",16.5,0.8,84,0,"13,004",2.8,0.51,365,1.67,0.1,353,0.1,167,"2,176",9.94,0.5,35.0%,"2,955",0.6,1.05,1.43,74.2%,1.24,"3,771",17.2,0.8,543,93,219,31,"1,416",679,221,66,14,0,36,261,"6,410","2,917",487,"2,235","4,655","1,388",838,"2,420","1,052,775","4,807",47,41,295,4,118h,571,2.61,0.1,122,59,32m 21s,52.0%,01m 31s,55.7%,212.0,655,0.3,"327,792","-36,655","364,447",139.8,-16,"1,914",0.41,136,0.1,195,0.1,"1,425",0.93,71.6%,"1,776",0.8,1.19,0.1,48.3%,"1,212","2,345",615,482,"1,133","497,026",240.6,737,0.3,"365,306","44,988","320,318",158.1,19,"1,690",0.38,0.0,0.59,229,0.1,158,0.1,"1,530",1.18,76.8%,"1,995",0.9,55.7%,"1,023","2,310",773,356,"1,287","555,749",767,708,710
KLG Kramz#16y,latam,706,"1,939",14.36,0.7,"3,887",28.79,1.4,7,257.6,928,6.9,0.3,2.0%,56,34,14,8,0,53,72,64,32,"487,366","79,901","407,465","3,610.12",113.9,170.5,28,"4,610","1,983",369,"2,103",15.6,0.7,59,0,"9,012",3.2,0.57,361,2.67,0.1,276,0.1,99,"2,110",15.63,0.7,28.5%,"1,822",0.6,1.23,1.67,75.4%,1.45,"2,583",19.1,0.9,243,58,135,36,875,457,171,58,10,0,32,133,"4,164","1,686",429,"1,382","2,858",815,525,"1,476","736,188","5,453",13,23,213,2,71h,372,2.76,0.1,75,67,31m 42s,51.6%,01m 29s,55.6%,240.3,458,0.3,"227,420","17,989","209,431",159.3,13,"1,078",0.50,156,0.1,157,0.1,860,1.12,74.4%,"1,204",0.8,0.99,0.1,48.8%,731,"1,428",381,286,697,"343,180",274.8,469,0.3,"259,946","61,912","198,034",181.8,43,"1,025",0.44,0.0,0.63,205,0.1,119,0.1,962,1.35,76.4%,"1,380",1.0,54.5%,651,"1,430",434,239,779,"393,008","1,018",879,706
Dobsha#0000,latam,703,"4,505",11.10,0.5,"9,950",24.51,1.2,15,253.6,"2,192",5.4,0.3,2.3%,197,103,60,24,8,181,255,235,96,"1,436,045","241,985","1,194,060","3,537.06",113.3,169.5,29,"13,587","5,928","1,105","6,105",15.0,0.7,153,0,"27,342",3.2,0.57,"1,155",2.84,0.1,870,0.1,333,"4,933",12.15,0.6,28.7%,"5,455",0.6,1.22,1.58,75.5%,1.40,"7,472",18.4,0.9,829,164,406,38,"2,574","1,299",561,130,20,0,95,292,"11,177","5,097","1,070","3,993","8,473","2,549","1,445","4,480","2,148,692","5,292",17,72,846,3,211h,"1,134",2.79,0.1,239,67,31m 12s,52.9%,01m 29s,58.9%,249.1,"1,014",0.2,"693,204","83,466","609,738",166.2,20,"3,124",0.54,542,0.1,470,0.1,"2,718",1.16,73.7%,"3,615",0.9,0.72,0.1,49.8%,"2,095","4,170","1,144",793,"2,075","1,038,637",258.0,"1,171",0.3,"742,841","158,519","584,322",172.6,37,"2,981",0.38,0.0,0.61,613,0.1,400,0.1,"2,737",1.29,77.3%,"3,860",0.9,55.9%,"1,898","4,303","1,405",652,"2,405","1,110,055",703,891,703
EvoLuZionz#iwnl,latam,689,"2,987",13.83,0.7,"5,246",24.29,1.2,11,238.6,"1,306",6.0,0.3,2.6%,119,66,35,12,4,97,163,142,59,"722,286","103,996","618,290","3,343.92",106.0,158.8,23,"7,716","2,613",795,"3,215",14.9,0.7,78,0,"13,750",3.0,0.56,565,2.62,0.1,442,0.1,167,"2,906",13.45,0.6,23.5%,"2,371",0.5,1.18,1.59,73.8%,1.38,"3,798",17.6,0.8,499,94,216,34,"1,430",669,244,61,11,0,39,266,"6,046","2,591",516,"2,168","4,548","1,363",733,"2,380","1,085,148","5,024",10,48,386,1,113h,586,2.71,0.1,121,64,31m 32s,52.3%,01m 29s,56.0%,227.8,598,0.3,"345,136","19,877","325,259",151.4,9,"1,693",0.50,248,0.1,245,0.1,"1,177",1.07,71.9%,"1,817",0.8,1.23,0.1,48.7%,"1,170","2,279",602,425,"1,109","519,085",249.5,704,0.3,"377,150","84,119","293,031",166.2,37,"1,522",0.36,0.0,0.62,317,0.1,197,0.1,"1,194",1.30,75.8%,"1,982",0.9,56.0%,998,"2,269",761,308,"1,271","566,063",760,822,689
DEWÜ JnZ#13y,latam,689,"3,363",8.71,0.4,"10,185",26.39,1.2,34,283.6,"2,123",5.5,0.3,1.4%,113,61,37,8,5,84,112,123,55,"1,527,867","238,412","1,289,455","3,958.20",125.6,184.5,29,"13,357","6,805",934,"6,622",17.2,0.8,78,0,"26,320",3.2,0.56,"1,515",3.92,0.2,"1,178",0.1,301,"3,181",8.24,0.4,32.3%,"6,201",0.7,1.23,1.55,74.5%,1.39,"8,146",21.1,1.0,431,161,386,39,"2,428","1,415",613,211,40,1,153,272,"12,605","5,362","1,461","3,918","8,281","1,958","1,693","4,363","2,348,405","6,084",40,62,524,7,202h,"1,192",3.09,0.1,218,68,31m 30s,52.7%,01m 28s,56.5%,276.2,"1,022",0.2,"737,773","67,308","670,465",178.0,16,"3,446",0.52,740,0.2,674,0.2,"3,103",1.15,72.9%,"3,966",1.0,0.70,0.1,50.7%,"2,043","4,144",851,953,"2,101","1,144,375",291.0,"1,098",0.3,"790,094","171,104","618,990",191.0,41,"3,176",0.20,0.0,0.61,775,0.2,504,0.1,"3,098",1.32,76.1%,"4,181",1.0,54.7%,"1,875","4,137","1,107",740,"2,262","1,204,030","1,064",906,689
ILS0niiC#MyG,latam,684,"3,233",18.58,0.9,"4,546",26.13,1.2,1,226.3,"1,036",6.0,0.3,2.6%,95,55,29,7,3,68,120,120,81,"554,167","51,153","503,014","3,184.87",100.8,151.5,14,"5,398","2,204",463,"2,672",15.4,0.7,35,0,"10,334",2.8,0.52,320,1.84,0.1,297,0.1,136,"3,583",20.59,1.0,27.3%,"2,044",0.6,1.10,1.48,73.9%,1.29,"2,929",16.8,0.8,422,73,174,40,"1,099",544,179,50,1,0,21,274,"4,713","2,155",348,"1,738","3,657","1,072",530,"1,919","827,734","4,757",14,28,226,0,91h,454,2.61,0.1,101,59,31m 36s,52.5%,01m 30s,58.0%,227.0,508,0.3,"276,507","13,990","262,517",150.5,8,"1,380",0.50,152,0.1,149,0.1,"1,063",1.07,72.6%,"1,471",0.8,1.57,0.1,49.5%,928,"1,837",503,304,909,"417,036",225.7,528,0.3,"277,660","37,163","240,497",152.6,20,"1,292",0.20,0.0,0.53,168,0.1,148,0.1,981,1.13,75.1%,"1,458",0.8,55.5%,810,"1,820",569,226,"1,010","410,698",733,763,684
ttv Whiith1#alo,latam,683,"3,438",12.55,0.6,"8,198",29.92,1.4,4,235.6,"1,521",5.6,0.3,2.0%,115,65,36,9,4,108,158,114,67,"888,446","89,888","798,558","3,242.50",102.6,153.9,16,"9,484","3,489",819,"4,189",15.3,0.7,90,0,"18,026",3.1,0.53,781,2.85,0.1,700,0.1,212,"3,324",12.13,0.6,25.3%,"3,196",0.6,1.15,1.51,74.2%,1.33,"4,823",17.6,0.8,493,119,274,32,"1,723",890,321,83,5,0,48,178,"7,792","3,392",768,"2,765","5,773","1,728",989,"3,008","1,360,115","4,964",22,45,377,1,144h,701,2.56,0.1,154,66,31m 35s,52.1%,01m 29s,56.2%,226.7,721,0.2,"430,931","4,525","426,406",147.6,2,"2,249",0.46,371,0.1,432,0.1,"1,631",1.04,72.0%,"2,328",0.8,0.65,0.1,48.8%,"1,494","2,920",753,586,"1,426","661,922",244.7,797,0.3,"457,515","85,363","372,152",160.4,30,"1,940",0.33,0.0,0.60,410,0.1,268,0.1,"1,565",1.29,76.4%,"2,495",0.9,55.5%,"1,271","2,853",975,403,"1,582","698,193",837,799,683
muffinn#TGP,latam,683,"2,682",5.63,0.3,"21,646",45.47,2.1,36,262.7,"3,202",6.7,0.3,1.8%,187,95,65,18,6,214,277,314,131,"1,727,805","140,785","1,587,020","3,629.84",113.8,170.8,14,"17,708","7,734","1,374","8,329",17.5,0.8,141,0,"32,835",3.2,0.55,"1,296",2.72,0.1,"1,072",0.1,353,"4,332",9.10,0.4,28.8%,"6,862",0.7,1.11,1.50,74.8%,1.30,"9,256",19.4,0.9,997,217,476,43,"2,967","1,627",694,187,41,0,130,367,"14,948","6,801","1,334","4,872","10,116","2,704","1,799","5,244","2,657,295","5,583",107,76,943,3,253h,"1,301",2.73,0.1,256,69,31m 54s,51.8%,01m 30s,53.8%,259.4,"1,495",0.3,"855,633","32,673","822,960",168.9,6,"4,320",0.50,565,0.1,576,0.1,"3,445",1.06,73.3%,"4,578",0.9,0.77,0.1,48.6%,"2,605","5,067","1,240",942,"2,462","1,314,534",265.9,"1,704",0.3,"872,172","108,112","764,060",172.7,21,"4,009",0.30,0.0,0.60,731,0.1,496,0.1,"3,417",1.17,76.3%,"4,678",0.9,55.1%,"2,267","5,049","1,464",857,"2,782","1,342,761",724,845,683
